job_title,company,job_location,job_link,first_seen,search_city,search_country,job level,job_type,job_summary,job_skills,job_skills_raw,job_skills_cleaned
Azure Data Engineer,Accroid Inc,"Chicago, IL",https://www.linkedin.com/jobs/view/azure-data-engineer-at-accroid-inc-3750193045,2023-12-17,Dahlonega,United States,Mid senior,Onsite,"Exp: 10-12+ Years
Job Description And Our Notes Are Listed Below.
Senior IT Engineer. The role is a long-term contract engagement. Candidates should be available to be onsite at least two days weekly ine control, test and production release).
Experience with Performance Tuning and Optimization using native monitoring and troubleshooting tools.
Experience with backups, restores and recovery models.
Knowledge of High Availability and Disaster Recovery options for database technologies.
Experience migrating on-prem environments to public cloud (Azure-preferred)
Knowledge of best practices in the areas of application design, performance, security, scalability and maintainability
What STERIS Offers
The opportunity to join a company that will invest in you for the long-term. STERIS couldn’t be where it is today without our incredible people. That’s why we share in our success together by rewarding you for your hard work. Hiring people who are in it for the long run with STERIS is our ultimate goal. We do this by providing competitive salaries, healthcare benefits, tuition assistance, paid-time off, holidays, matching 401(k), annual merit, and incentive plans. Join us and help write our next chapter.
STERIS is a leading provider of products and services that meet the needs of growth areas within Healthcare: procedures, devices, vaccines and biologics. We exist to fulfill our MISSION TO HELP OUR CUSTOMERS CREATE A HEALTHIER AND SAFER WORLD. STERIS is a $3B, publicly traded (NYSE: STE) company with approximately 16,000 associates and Customers in more than 100 countries.
If you need assistance completing the application process, please call 1 (440) 392.7047. This contact information is for accommodation inquiries only and cannot be used to check application status.
STERIS is an Equal Opportunity Employer. We are committed to equal employment opportunity and the use of affirmative action programs to ensure that persons are recruited, hired, trained, transferred and promoted in all job groups regardless of race, color, religion, age, disability, national origin, citizenship status, military or veteran status, sex (including pregnancy, childbirth and related medical conditions), sexual orientation, gender identity, genetic information, and any other category protected by federal, state or local law. We are not only committed to this policy by our status as a federal government contractor, but also we are strongly bound by the principle of equal employment opportunity.
The full affirmative action program, absent the data metrics required by
60-741.44(k), shall be available to all employees and applicants for employment for inspection upon request. The program may be obtained at your location’s HR Office during normal business hours.
Show more
Show less","Microsoft SQL Server, Database Administration, Data Modeling, High Availability, Disaster Recovery, Performance Monitoring, Performance Tuning, Cybersecurity, Data Security, Data Encryption, Capacity Management, Problem Resolution, Process Automation, Query Tuning, Schema Refinement, OnCall Support, Database Migration, Cloud Computing, Azure, PaaS, IaaS, Database Development Methodologies, Database Design, Database Implementation, Database Administration Skills, Change Control, Test and Production Release, Performance Tuning and Optimization, Backup and Restore, Recovery Models, Application Design, Performance, Security, Scalability, Maintainability","microsoft sql server, database administration, data modeling, high availability, disaster recovery, performance monitoring, performance tuning, cybersecurity, data security, data encryption, capacity management, problem resolution, process automation, query tuning, schema refinement, oncall support, database migration, cloud computing, azure, paas, iaas, database development methodologies, database design, database implementation, database administration skills, change control, test and production release, performance tuning and optimization, backup and restore, recovery models, application design, performance, security, scalability, maintainability","application design, azure, backup and restore, capacity management, change control, cloud computing, cybersecurity, data encryption, data security, database administration, database administration skills, database design, database development methodologies, database implementation, database migration, datamodeling, disaster recovery, high availability, iaas, maintainability, microsoft sql server, oncall support, paas, performance, performance monitoring, performance tuning, performance tuning and optimization, problem resolution, process automation, query tuning, recovery models, scalability, schema refinement, security, test and production release"
Master Data Analyst,Applied Industrial Technologies,"Cleveland, OH",https://www.linkedin.com/jobs/view/master-data-analyst-at-applied-industrial-technologies-3751756247,2023-12-17,Cleveland,United States,Mid senior,Hybrid,"The Master Data Analyst is responsible for working with Service Centers, Field Management, Finance, Supply Chain, and IT to analyze data to maximize revenue and operating efficiency as it pertains to all vendor and customer related master data. Maintain data integrity. Assist with creating requirements for changes to vendor and customer data models. The Master Data Analyst will be involved in designing and enforcing Data Governance rules and standards and provide consulting expertise to Service Centers. Problem solving and resolution for an array of data related issues. Work in a highly collaborative manner with several departments across the company.
This is a permanent full-time position at our corporate headquarters campus in the Midtown Corridor of Cleveland, OH.
**Job Duties**
Manage the daily operations by creating, reviewing, validating, and maintaining vendor and customer master data in SAP
Organizes and determines course of action necessary to complete master data requests within the established Service Level Agreements
Perform root-cause analysis on master data integration problems. Recommend and execute corrective action
Routinely audit data against established rule sets to ensure consistency and accuracy of information, and update data as necessary.
Assist with the design, testing, and implementation of new process and/or enhancements to the systems that support master data
Leads process standardization, data governance, cleansing activities, maintenance, and data quality improvement efforts in alignment with data strategy goals
Supports SAP deployments across the company by ensuring the data cleansing meets the global and business specific standards
Coach and advise the business through data quality procedures to ensure data is complete, accurate, and timely
Communicate timely and professionally to users, management, and senior leadership
Develop standard procedures, user guides, and other necessary training and job aid materials. Provide training / coaching as needed
**Requirements**
Bachelor's degree or equivalent of work experience
Up to 1 year of relevant experience
Solid analytical & problem-solving skills
Process orientation, detail focus, ability to multi-task. Sense of humor.
Results oriented. Self-Motivated. Ability to handle stress & deadlines.
Applied Industrial Technologies (NYSE: AIT)** is a leading value-added distributor and technical solutions provider of industrial motion, fluid power, flow control, automation technologies, and related maintenance supplies. Our leading brands, specialized services, and comprehensive knowledge serve MRO and OEM end users in virtually all industrial markets through our multi-channel capabilities that provide choice, convenience, and expertise.
**We are an equal employment opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, ancestry, gender, sexual orientation, gender identity, age, disability, protected veteran status, marital status, medical condition or any other characteristic protected by law.**
If you need accommodation for any part of the employment process because of a disability, please send an email to hiring@applied.com or call 216-426-4389 to let us know the nature of your request.
Show more
Show less","SAP, Master data, Data governance, Data quality, Process standardization, Data cleansing, Data analysis, Problemsolving, Communication, Training, Analytical skills, Detail focus, Multitasking, Stress management, Deadline management","sap, master data, data governance, data quality, process standardization, data cleansing, data analysis, problemsolving, communication, training, analytical skills, detail focus, multitasking, stress management, deadline management","analytical skills, communication, data governance, data quality, dataanalytics, datacleaning, deadline management, detail focus, master data, multitasking, problemsolving, process standardization, sap, stress management, training"
Senior Staff AI Data Engineer,Recruiting from Scratch,"Cleveland, OH",https://www.linkedin.com/jobs/view/senior-staff-ai-data-engineer-at-recruiting-from-scratch-3773086845,2023-12-17,Cleveland,United States,Mid senior,Hybrid,"Who is Recruiting from Scratch :
Recruiting from Scratch is a premier talent firm that focuses on placing the best product managers, software, and hardware talent at innovative companies. Our team is 100% remote and we work with teams across the United States to help them hire. We work with companies funded by the best investors including Sequoia Capital, Lightspeed Ventures, Tiger Global Management, A16Z, Accel, DFJ, and more.
https://www.recruitingfromscratch.com/
This is a hybrid role based in our
Palo Alto
or
San
Francisco
offices and will require you to be in office Tuesdays and Thursdays.
What’s so interesting about this role?
We believe that AI can revolutionize the dating industry. Our Data Engineer lead is responsible for building high quality ML datasets at scale, used to train ML models that power AI-centric features. In this pivotal role, you will have the opportunity to build foundational tools and data pipelines to ingest, normalize and clean the valuable data that would be fundamental for our ML engineers to build AI tools including recommendations, LLMs, ads, visual search, growth/notifications, trust and safety.
What’s the job?
We’re looking for an exceptional data engineer who is passionate about data for AI and values it can bring to our company, Who loves working with data ops at scale; and who is committed to the hard work necessary to continuously improve our ML data pipelines.
In this position, you will be responsible for establishing and executing the strategy for our organization’s ML Data Engine, with an initial focus on agile ML Data OPs. This includes identification of infrastructure components and data stack to be used, design and implementation of pipelines between data systems and teams, automation workflows, data enrichment and monitoring tools all for AI models. As a tech lead specialized in data engineering, you are expected to code and contribute to the stack.
Responsibilities:
Dive into our dataset and design, implement and scale data pre/post processing pipelines of ML models
Work on applied ML solutions in the areas of data mining, cleaning, normalizing and modeling
Be self-motivated in seeking solutions when the correct path isn’t always known
Collaborate with engineers in conceptualizing, planning and implementing data engineering initiatives working with different stakeholders
Design and build data platforms & frameworks for processing high volumes of data, in real time as well as batch, that will be used across engineering teams
Build data processing streams for cleaning and modeling text data for LLMs
Research and evaluate new technologies in the big data space to guide our continuous improvement
Collaborate with multi-functional teams to help tune the performance of large data applications
Work with Privacy and Security team on data governance, risk and compliance initiatives
Work on initiatives to ensure stability, performance and reliability of our data infrastructure
What We’ll Love About You
Bachelors in Computer Science, Mathematics, Physics, or a related fields
5+ years of experience as a data engineer building production-level pre/post-processing data pipelines for ML/DL models, including 2+ years of technical leadership experience
Experience in statistical analysis & visualization on datasets using Pandas or R
Experience designing and building highly available, distributed systems of data extraction, ingestion, normalization and processing of large data sets in real time as well as batch, that will be used across engineering teams using orchestration frameworks like Airflow, KubeFlow or other pipeline tools
Demonstrated prior experience in creating data pipelines for text data sets NLP/ large language models
Ability to produce well-engineered software, including appropriate automated test suites, technical documentation, and operational strategy
Excellent coding skills in Python, Java, bash, SQL, and expertise with Git version control
Experience using big data technologies (Snowflake, Airflow, Kubernetes, Docker, Helm, Spark, pySpark)
Experience with any public cloud environment - AWS, GCP or Azure
Significant experience with relational databases and query authoring (SQL) as well as NoSQL databases like DynamoDB etc
Experience building and maintaining ETL (managing high-quality reliable ETL pipelines)
We’ll really swoon if you have
2+ years of experience of technical leadership in building data engineering pipelines for AI
Previous experience in building data pipeline for conversational AI APIs and recommender systems
Experience with distributed systems and microservices
Experience with Kubernetes and building Docker images
Experience with building stream-processing systems, using solutions such as Kafka, Storm or Spark-Streaming
Strong understanding of applied machine learning topics
Be familiar with legal compliance (with data management tools) data classification, and retention
Consistent track record of managing and implementing complex data projects
What You'll Love About Us
Mission and Impact: We are the world-leading LGBTQ social networking service. Your role will impact the lives of millions of LGBTQ people around the world
Multiple Locations: We are hiring someone for this role to be based ideally in San Francisco or Palo Alto
Family Insurance: Insurance premium coverage for health, dental, and vision for you and partial coverage for your dependents
Retirement Savings: Generous 401K plan with 6% match and immediate vest in the US
Compensation: Industry-competitive compensation and eligibility for company bonus and equity programs
Queer-Inclusive Benefits: Industry-leading gender-affirming offerings with up to 90% cost coverage, access to Included Health, monthly stipends for HRT, and more
Additional Benefits: Flexible vacation policy, monthly stipends for cell phone, internet, wellness, and food, one-time home-office setup stipend, and company-sponsored events
Base Pay Range
$160,000—$280,000 USD
https://www.recruitingfromscratch.com/
Show more
Show less","Data Engineering, Machine Learning, AI, Data Mining, Data Cleaning, Data Normalization, Data Modeling, Data Platforms, Data Frameworks, Data Visualization, Pandas, R, Airflow, KubeFlow, Pipeline Tools, NLP, Large Language Models, Python, Java, Bash, SQL, Git, Snowflake, Kubernetes, Docker, Helm, Spark, PySpark, AWS, GCP, Azure, NoSQL, DynamoDB, ETL, Kafka, Storm, SparkStreaming, Applied Machine Learning, Data Management Tools, Data Classification, Data Retention","data engineering, machine learning, ai, data mining, data cleaning, data normalization, data modeling, data platforms, data frameworks, data visualization, pandas, r, airflow, kubeflow, pipeline tools, nlp, large language models, python, java, bash, sql, git, snowflake, kubernetes, docker, helm, spark, pyspark, aws, gcp, azure, nosql, dynamodb, etl, kafka, storm, sparkstreaming, applied machine learning, data management tools, data classification, data retention","ai, airflow, applied machine learning, aws, azure, bash, data classification, data cleaning, data engineering, data frameworks, data management tools, data mining, data normalization, data platforms, data retention, datamodeling, docker, dynamodb, etl, gcp, git, helm, java, kafka, kubeflow, kubernetes, large language models, machine learning, nlp, nosql, pandas, pipeline tools, python, r, snowflake, spark, sparkstreaming, sql, storm, visualization"
SAP Master Data Analyst,"TechnoSmarts, Inc.","Cleveland, OH",https://www.linkedin.com/jobs/view/sap-master-data-analyst-at-technosmarts-inc-3777128835,2023-12-17,Cleveland,United States,Mid senior,Hybrid,"W2 ONLY. NO C2C / CORP-CORP / THIRD PARTY / 1099 CANDIDATES.
12 month renewable term contract. Likely to extend multi-year/option to hire.
Client: Major global corporation and a leader in their industry with annual revenue of $19 B and employing over 18,000.
Overview:
Position will play a key role to meet the objectives associated with maintaining material Master Data accuracy, compliance and process management. This position is responsible for driving these objectives through the functional groups of the divisions. Key activities include optimizing the material life cycle, facilitating the overall material master data process for a given division, and making adjustments and enhancements as needed. Educate users on data standards, policies and procedures. Work with division data owners across all functional teams (supply chain, technical, finance, and marketing) to drive accuracy, timeliness, and provide expertise regarding definitions, cleansing tools and workflow processes. Initiate connections into data synchronization tools allowing retailers visibility into product data.
Train users from a material master data perspective and resolve key performance indicators including the coordination with affiliate markets, working on timely workflow processing and testing new tools to measure the effectiveness and ownership of the users. In addition, test new automation techniques to effectively utilize resources within the divisions. Additionally the position will ensure that any special projects which have significant impact on the underlying master data (e.g. data accuracy audits/validation, packaging changes, brand realignments) are aligned with the industry standards (GS1).
Role:
Execute SAP material workflow process, changes, extensions and activation of materials.
Review & resolve data errors and determine the root cause.
Look over business processes and recommend improvements to align with division’s needs.
Manage material life cycle process, health & validity checks, pre-activation of materials.
Support and lead Master Data management software solutions and implementations.
Audit and validate the quality and procedures associated with current master data.
Communicate and educate cross function & depts on Master Data standards.
Manage the SKU rationalization initiatives through the deactivation process.
Respond and consult on outside customer challenges and inquiries regarding material master.
Work with business users/owners to complete data mapping for clean and accurate transformation of data
Learn and understand the end-to-end data flow, including all cross functional connections and inputs with ability to articulate the flow clearly and succinctly to all levels of the organization
Proactively develop new procedures to support the health and sustainment of master data.
Educate users on data standards, policies, and procedures, including industry standards (GS1).
Work with-in the function to drive accuracy, timeliness, and provide expertise regarding definitions, cleansing tools and workflow processes.
Build and test new automation techniques to effectively utilize resources within the function and to make repetitive tasks less labor intensive.
Support new acquisitions, merger activities, and organization realignment activities, as needed.
Align work within supply chain and with other master data team activities.
Execute SAP material workflow process, changes, extensions and activation of materials.
Review & resolve data errors and determine the root cause.
Look over business processes and recommend improvements to align with division’s needs.
Manage material life cycle process, health & validity checks, pre-activation of materials.
Support and lead Master Data management software solutions and implementations.
Audit and validate the quality and procedures associated with current master data.
Communicate and educate cross functional teams and department on Master Data standards.
Manage the SKU rationalization initiatives through the deactivation process.
Respond and consult on outside customer challenges and inquiries regarding material master. Work with business users/owners to complete data mapping for clean and accurate transformation of data.
Learn and understand the end-to-end data flow, including all cross functional connections and inputs with ability to articulate the flow clearly and succinctly to all levels of the organization.
Qualifications:
Must have 8+ years work experience in the United States.
Bachelor’s Degree or equivalent relevant experience.
Prior experience with an integrated ERP systems environment and required data dependencies.
5 – 8+ years experience in SAP Master Data management.
Material Master data maintenance.
Automation experience is a plus.
Strong skills in Excel and Access.
Show more
Show less","SAP, Master Data, GS1, ERP, Excel, Access","sap, master data, gs1, erp, excel, access","access, erp, excel, gs1, master data, sap"
Data Analyst Part Time,Toyandsons,"Saskatoon, Saskatchewan, Canada",https://ca.linkedin.com/jobs/view/data-analyst-part-time-at-toyandsons-3756819621,2023-12-17,Saskatchewan, Canada,Mid senior,Onsite,"Summary:
Data Analyst Part Time will be responsible for analyzing and interpreting large datasets to provide valuable insights and recommendations to the business. They will work closely with cross-functional teams to gather and analyze data, develop reports, and provide customized solutions to help the organization gain a competitive edge.
Responsibilities:
Analyze large data sets using advanced statistical techniques and tools to uncover trends, opportunities, and insights.
Develop, maintain and analyze performance metrics and reports that support data-driven decision-making processes.
Collaborate with stakeholders to identify business questions and translate them into data and analysis requirements.
Develop models and algorithms to help optimize business processes and drive efficiencies.
Design and execute A/B tests and experiments to identify opportunities for optimization.
Identify data quality issues and help to develop solutions to improve data integrity, accuracy, and completeness.
Manage data collection, cleansing, and manipulation processes to ensure data is readily accessible and easy to work with.
Prepare and present data-driven reports and insights to stakeholders, highlighting key findings and recommendations.
Qualifications:
1+ years of relevant experience in data analysis, preferably in the Internet and New Media industry.
Proven experience in analyzing large and complex datasets using SQL, R, Python, or related tools.
Strong analytical, critical thinking, and problem-solving skills.
Excellent communication and collaboration skills, with the ability to work effectively in a team environment.
Experience with data visualization tools such as Tableau, Power BI, or related tools.
Knowledge of statistical modeling, hypothesis testing, and A/B testing methodologies.
Familiarity with data management and ETL processes.
If you are interested in this position, please send your resume, contact information and salary requirements to : hiring@jobsai.live
Powered by Webbtree
Show more
Show less","Data Analysis, Statistical Techniques, Data Mining, Business Intelligence, Data Visualization, SQL, R, Python, Tableau, Power BI, Data Management, ETL, A/B Testing, Hypothesis Testing, Machine Learning, Communication, Collaboration, Problem Solving","data analysis, statistical techniques, data mining, business intelligence, data visualization, sql, r, python, tableau, power bi, data management, etl, ab testing, hypothesis testing, machine learning, communication, collaboration, problem solving","ab testing, business intelligence, collaboration, communication, data management, data mining, dataanalytics, etl, hypothesis testing, machine learning, powerbi, problem solving, python, r, sql, statistical techniques, tableau, visualization"
Data Analyst Part Time,Voxmediallc,"Saskatoon, Saskatchewan, Canada",https://ca.linkedin.com/jobs/view/data-analyst-part-time-at-voxmediallc-3758280261,2023-12-17,Saskatchewan, Canada,Mid senior,Onsite,"Summary:
The Data Analyst Part Time will be responsible for analyzing and interpreting large datasets to provide valuable insights and recommendations to the business. They will work closely with cross-functional teams to gather and analyze data, develop reports, and provide customized solutions to help the organization gain a competitive edge.
Responsibilities:
Analyze large data sets using advanced statistical techniques and tools to uncover trends, opportunities, and insights.
Develop, maintain and analyze performance metrics and reports that support data-driven decision-making processes.
Collaborate with stakeholders to identify business questions and translate them into data and analysis requirements.
Develop models and algorithms to help optimize business processes and drive efficiencies.
Design and execute A/B tests and experiments to identify opportunities for optimization.
Identify data quality issues and help to develop solutions to improve data integrity, accuracy, and completeness.
Manage data collection, cleansing, and manipulation processes to ensure data is readily accessible and easy to work with.
Prepare and present data-driven reports and insights to stakeholders, highlighting key findings and recommendations.
Qualifications:
1+ years of relevant experience in data analysis, preferably in the Internet and New Media industry.
Proven experience in analyzing large and complex datasets using SQL, R, Python, or related tools.
Strong analytical, critical thinking, and problem-solving skills.
Excellent communication and collaboration skills, with the ability to work effectively in a team environment.
Experience with data visualization tools such as Tableau, Power BI, or related tools.
Knowledge of statistical modeling, hypothesis testing, and A/B testing methodologies.
Familiarity with data management and ETL processes.
If you are interested in this position, please send your resume, contact information and salary requirements to : hiring@jobsai.live
Powered by Webbtree
Show more
Show less","Data Analysis, SQL, R, Python, Tableau, Power BI, Statistical Modeling, Hypothesis Testing, A/B Testing, Data Visualization, Data Management, ETL","data analysis, sql, r, python, tableau, power bi, statistical modeling, hypothesis testing, ab testing, data visualization, data management, etl","ab testing, data management, dataanalytics, etl, hypothesis testing, powerbi, python, r, sql, statistical modeling, tableau, visualization"
Customer Service Representative/Data Analyst/Data Entry Clerk,Tractorsupplycompany,"Saskatoon, Saskatchewan, Canada",https://ca.linkedin.com/jobs/view/customer-service-representative-data-analyst-data-entry-clerk-at-tractorsupplycompany-3740518054,2023-12-17,Saskatchewan, Canada,Mid senior,Onsite,"Summary:
The Data Analyst will be responsible for analyzing and interpreting large datasets to provide valuable insights and recommendations to the business. They will work closely with cross-functional teams to gather and analyze data, develop reports, and provide customized solutions to help the organization gain a competitive edge.
Responsibilities:
Analyze large data sets using advanced statistical techniques and tools to uncover trends, opportunities, and insights.
Develop, maintain and analyze performance metrics and reports that support data-driven decision-making processes.
Collaborate with stakeholders to identify business questions and translate them into data and analysis requirements.
Develop models and algorithms to help optimize business processes and drive efficiencies.
Design and execute A/B tests and experiments to identify opportunities for optimization.
Identify data quality issues and help to develop solutions to improve data integrity, accuracy, and completeness.
Manage data collection, cleansing, and manipulation processes to ensure data is readily accessible and easy to work with.
Prepare and present data-driven reports and insights to stakeholders, highlighting key findings and recommendations.
Qualifications:
1+ years of relevant experience in data analysis, preferably in the Internet and New Media industry.
Proven experience in analyzing large and complex datasets using SQL, R, Python, or related tools.
Strong analytical, critical thinking, and problem-solving skills.
Excellent communication and collaboration skills, with the ability to work effectively in a team environment.
Experience with data visualization tools such as Tableau, Power BI, or related tools.
Knowledge of statistical modeling, hypothesis testing, and A/B testing methodologies.
Familiarity with data management and ETL processes.
If you are interested in this position, please send your resume, contact information and salary requirements to hiring@jobsolutionsai.online
Powered by Webbtree
Show more
Show less","Data Analysis, Statistical Analysis, Trend Analysis, Reporting, Data Visualization, Tableau, SQL, R, Python, Data Quality, Data Cleansing, Data Management, ETL, A/B Testing, Machine Learning, DataDriven Decision Making, Data Mining, Data modeling, Software Development","data analysis, statistical analysis, trend analysis, reporting, data visualization, tableau, sql, r, python, data quality, data cleansing, data management, etl, ab testing, machine learning, datadriven decision making, data mining, data modeling, software development","ab testing, data management, data mining, data quality, dataanalytics, datacleaning, datadriven decision making, datamodeling, etl, machine learning, python, r, reporting, software development, sql, statistical analysis, tableau, trend analysis, visualization"
Customer Service Representative/Data Analyst/Data Entry Clerk,Univisioncommunicationsinc,"Prince Albert, Saskatchewan, Canada",https://ca.linkedin.com/jobs/view/customer-service-representative-data-analyst-data-entry-clerk-at-univisioncommunicationsinc-3757805477,2023-12-17,Saskatchewan, Canada,Mid senior,Onsite,"Summary:
The Data Analyst will be responsible for analyzing and interpreting large datasets to provide valuable insights and recommendations to the business. They will work closely with cross-functional teams to gather and analyze data, develop reports, and provide customized solutions to help the organization gain a competitive edge.
Responsibilities:
Analyze large data sets using advanced statistical techniques and tools to uncover trends, opportunities, and insights.
Develop, maintain and analyze performance metrics and reports that support data-driven decision-making processes.
Collaborate with stakeholders to identify business questions and translate them into data and analysis requirements.
Develop models and algorithms to help optimize business processes and drive efficiencies.
Design and execute A/B tests and experiments to identify opportunities for optimization.
Identify data quality issues and help to develop solutions to improve data integrity, accuracy, and completeness.
Manage data collection, cleansing, and manipulation processes to ensure data is readily accessible and easy to work with.
Prepare and present data-driven reports and insights to stakeholders, highlighting key findings and recommendations.
Qualifications:
1+ years of relevant experience in data analysis, preferably in the Internet and New Media industry.
Proven experience in analyzing large and complex datasets using SQL, R, Python, or related tools.
Strong analytical, critical thinking, and problem-solving skills.
Excellent communication and collaboration skills, with the ability to work effectively in a team environment.
Experience with data visualization tools such as Tableau, Power BI, or related tools.
Knowledge of statistical modeling, hypothesis testing, and A/B testing methodologies.
Familiarity with data management and ETL processes.
If you are interested in this position, please send your resume, contact information and salary requirements to : hiring@jobsai.live
Powered by Webbtree
Show more
Show less","Data Analysis, SQL, R, Python, Tableau, Power BI, Statistical Modeling, Hypothesis Testing, A/B Testing, Data Visualization, Data Management, ETL, Data Manipulation, Machine Learning, Big Data","data analysis, sql, r, python, tableau, power bi, statistical modeling, hypothesis testing, ab testing, data visualization, data management, etl, data manipulation, machine learning, big data","ab testing, big data, data management, data manipulation, dataanalytics, etl, hypothesis testing, machine learning, powerbi, python, r, sql, statistical modeling, tableau, visualization"
Customer Service Representative/Data Analyst/Data Entry Clerk Full Time,Bluebeacontruckwash,"Prince Albert, Saskatchewan, Canada",https://ca.linkedin.com/jobs/view/customer-service-representative-data-analyst-data-entry-clerk-full-time-at-bluebeacontruckwash-3751468571,2023-12-17,Saskatchewan, Canada,Mid senior,Onsite,"Summary:
The Data Analyst will be responsible for analyzing and interpreting large datasets to provide valuable insights and recommendations to the business. They will work closely with cross-functional teams to gather and analyze data, develop reports, and provide customized solutions to help the organization gain a competitive edge.
Responsibilities:
Analyze large data sets using advanced statistical techniques and tools to uncover trends, opportunities, and insights.
Develop, maintain and analyze performance metrics and reports that support data-driven decision-making processes.
Collaborate with stakeholders to identify business questions and translate them into data and analysis requirements.
Develop models and algorithms to help optimize business processes and drive efficiencies.
Design and execute A/B tests and experiments to identify opportunities for optimization.
Identify data quality issues and help to develop solutions to improve data integrity, accuracy, and completeness.
Manage data collection, cleansing, and manipulation processes to ensure data is readily accessible and easy to work with.
Prepare and present data-driven reports and insights to stakeholders, highlighting key findings and recommendations.
Qualifications:
1+ years of relevant experience in data analysis, preferably in the Internet and New Media industry.
Proven experience in analyzing large and complex datasets using SQL, R, Python, or related tools.
Strong analytical, critical thinking, and problem-solving skills.
Excellent communication and collaboration skills, with the ability to work effectively in a team environment.
Experience with data visualization tools such as Tableau, Power BI, or related tools.
Knowledge of statistical modeling, hypothesis testing, and A/B testing methodologies.
Familiarity with data management and ETL processes.
If you are interested in this position, please send your resume, contact information and salary requirements to : hiring@jobsai.live
Powered by Webbtree
Show more
Show less","Data Analysis, Statistical Techniques, Advanced Analytics, Data Visualization, A/B Testing, Data Integrity, Data Manipulation, DataDriven DecisionMaking, Data Quality, Data Collection, SQL, R, Python, Tableau, Power BI, Statistical Modeling, Hypothesis Testing, ETL Processes","data analysis, statistical techniques, advanced analytics, data visualization, ab testing, data integrity, data manipulation, datadriven decisionmaking, data quality, data collection, sql, r, python, tableau, power bi, statistical modeling, hypothesis testing, etl processes","ab testing, advanced analytics, data collection, data integrity, data manipulation, data quality, dataanalytics, datadriven decisionmaking, etl, hypothesis testing, powerbi, python, r, sql, statistical modeling, statistical techniques, tableau, visualization"
Customer Service Representative/Data Analyst/Data Entry Clerk,Mayorsofficeofcontractservices,"Swift Current, Saskatchewan, Canada",https://ca.linkedin.com/jobs/view/customer-service-representative-data-analyst-data-entry-clerk-at-mayorsofficeofcontractservices-3759044027,2023-12-17,Saskatchewan, Canada,Mid senior,Onsite,"Summary:
The Data Analyst will be responsible for analyzing and interpreting large datasets to provide valuable insights and recommendations to the business. They will work closely with cross-functional teams to gather and analyze data, develop reports, and provide customized solutions to help the organization gain a competitive edge.
Responsibilities:
Analyze large data sets using advanced statistical techniques and tools to uncover trends, opportunities, and insights.
Develop, maintain and analyze performance metrics and reports that support data-driven decision-making processes.
Collaborate with stakeholders to identify business questions and translate them into data and analysis requirements.
Develop models and algorithms to help optimize business processes and drive efficiencies.
Design and execute A/B tests and experiments to identify opportunities for optimization.
Identify data quality issues and help to develop solutions to improve data integrity, accuracy, and completeness.
Manage data collection, cleansing, and manipulation processes to ensure data is readily accessible and easy to work with.
Prepare and present data-driven reports and insights to stakeholders, highlighting key findings and recommendations.
Qualifications:
1+ years of relevant experience in data analysis, preferably in the Internet and New Media industry.
Proven experience in analyzing large and complex datasets using SQL, R, Python, or related tools.
Strong analytical, critical thinking, and problem-solving skills.
Excellent communication and collaboration skills, with the ability to work effectively in a team environment.
Experience with data visualization tools such as Tableau, Power BI, or related tools.
Knowledge of statistical modeling, hypothesis testing, and A/B testing methodologies.
Familiarity with data management and ETL processes.
If you are interested in this position, please send your resume, contact information and salary requirements to : hrteam@jobsai.live
Powered by Webbtree
Show more
Show less","Data Analysis, SQL, R, Python, Tableau, Power BI, Statistical modeling, Hypothesis testing, A/B testing, ETL, Data visualization","data analysis, sql, r, python, tableau, power bi, statistical modeling, hypothesis testing, ab testing, etl, data visualization","ab testing, dataanalytics, etl, hypothesis testing, powerbi, python, r, sql, statistical modeling, tableau, visualization"
